Date,Universe,Strategy,Ticker,Weight
2009-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2009-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.5188417575510105e-12
2009-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.7228948122014943e-12
2009-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.0171042491592388e-11
2010-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.7975509083985462e-12
2010-02-28,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,4.005727563865276e-12
2010-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.2272108862944536e-12
2010-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.420678009347812e-12
2010-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.1535884583676723e-12
2010-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.4199947376629202e-13
2010-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,6.252570369969896e-12
2010-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.2484885356847703e-11
2010-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,7.034974833193935e-12
2010-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,9.404806919770363e-12
2010-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.3926300145789871e-12
2010-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.247103301343504e-11
2011-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.5761579094916e-12
2011-02-28,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.06966606483495e-12
2011-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,7.91105685139754e-12
2011-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.1288524712721377e-11
2011-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.353259754856626e-12
2011-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,5.587697897405618e-12
2011-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.108359652002724e-11
2011-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,7.555013462009754e-12
2011-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.7611567953918064e-12
2011-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,5.366581187635766e-13
2011-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.8402056037564068e-13
2011-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,9.448563272324997e-14
2012-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.87021161225828e-13
2012-02-29,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.4398420731913184e-13
2012-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.1204559323173878e-13
2012-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,2.999435620459489e-13
2012-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.2875330286381272e-13
2012-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,9.633457618132836e-14
2012-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,3.343008950021951e-14
2012-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,1.0053993605139052e-13
2012-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,9.311678794825684e-14
