,BITW,CPER,CRYPTO_EQ,DAX,DBC,DIA,EUMV,EWD,EWG,EWI,EWL,EWN,EWP,EWQ,EWU,EZU,FEZ,GLD,ICLN,IEUS,IJR,MDY,MTUM,ONEQ,QQQ,QUAL,RSP,SPY,TAN,UNG,USMV,USO,VGK,VNQ,VTV,VUG
2009-10-31,1.457031052724043e-11,1.457031052724043e-11,1.457031052724043e-11,1.457031052724043e-11,1.457031052724043e-11,0.199999999178955,1.457031052724043e-11,2.2903513744338615e-08,0.19999997747731862,1.4235556889655851e-11,4.9403804840488376e-11,4.8937423861112026e-11,0.19999999982010042,2.6189616061865316e-11,0.1999999999864927,4.736326713750503e-11,5.461816802945515e-11,0.19999999999173293,1.457031052724043e-11,1.457031052724043e-11,1.3979482409823598e-11,1.65922060399495e-11,1.457031052724043e-11,1.7272499756907914e-11,2.2077832187954624e-11,1.457031052724043e-11,1.5690431241317267e-11,1.3645199889110763e-11,1.457031052724043e-11,1.457031052724043e-11,1.457031052724043e-11,1.457031052724043e-11,4.837419285935099e-11,2.0606915869498413e-11,1.302596243405456e-11,1.5889726948801653e-11
2009-11-30,3.986969795427954e-12,3.986969795427954e-12,3.986969795427954e-12,3.986969795427954e-12,3.986969795427954e-12,0.1999999999852573,3.986969795427954e-12,2.0048329436181662e-11,1.9352974878258312e-11,4.150584973675875e-12,1.0941779794211831e-11,1.1184358222183364e-11,0.19999999982373817,7.70237482561251e-12,0.1999999999885699,8.53693845813566e-12,9.271254985037131e-12,0.19999999999142595,3.986969795427954e-12,3.986969795427954e-12,4.05868236901033e-12,4.931657643963389e-12,3.986969795427954e-12,5.195844408213605e-12,6.7951780551047176e-12,3.986969795427954e-12,4.833368852201655e-12,4.284927138431328e-12,3.986969795427954e-12,3.986969795427954e-12,3.986969795427954e-12,3.986969795427954e-12,2.368272974901956e-11,0.20000000000014384,5.1342410207220375e-12,4.941918551240011e-12
2009-12-31,1.3529076522483064e-12,1.3529076522483064e-12,1.3529076522483064e-12,1.3529076522483064e-12,1.3529076522483064e-12,0.19999999998931445,1.3529076522483064e-12,2.6655223850395508e-12,2.9426599347846184e-12,1.4912043588507643e-12,2.4385746269736873e-12,0.19999999999899537,0.19999999987045575,2.7093297708263023e-12,0.19999999999865326,3.0709753186734735e-12,4.132573281871024e-12,0.19999999999932988,1.3529076522483064e-12,1.3529076522483064e-12,1.515440587110918e-12,1.671338670316131e-12,1.3529076522483064e-12,1.7339071646691226e-12,5.468345583380246e-12,1.3529076522483064e-12,1.6138237154648132e-12,1.5825915220663645e-12,1.3529076522483064e-12,1.3529076522483064e-12,1.3529076522483064e-12,1.3529076522483064e-12,3.286063338957773e-12,2.213655103780453e-12,1.6678347406996698e-12,8.410655507311713e-11
2010-01-31,2.175201289477782e-12,2.175201289477782e-12,2.175201289477782e-12,2.175201289477782e-12,2.175201289477782e-12,1.1342620957808353e-11,2.175201289477782e-12,0.1999999999604849,0.1999999999733824,1.7786037564706446e-12,2.014063959545785e-11,0.19999999997271004,0.19999999998595736,4.850946733102485e-12,1.2464884215363116e-12,5.447870913563149e-12,6.039906328937167e-12,0.19999999999693016,2.175201289477782e-12,2.175201289477782e-12,2.6438884725557074e-12,9.060015745899339e-13,2.175201289477782e-12,3.4546156358186585e-12,7.813318801752232e-12,2.175201289477782e-12,3.0843420194699068e-12,2.1528918829503192e-12,2.175201289477782e-12,2.175201289477782e-12,2.175201289477782e-12,2.175201289477782e-12,2.37151538887504e-12,3.7451258806682825e-12,1.7590693332969535e-12,1.3043875342063296e-12
2010-02-28,4.659242105538719e-12,4.659242105538719e-12,4.659242105538719e-12,4.659242105538719e-12,4.659242105538719e-12,0.19999999999407445,4.659242105538719e-12,0.19999999999656207,2.782479390424063e-13,3.159761675610269e-12,0.19999999978174982,3.3279120408955537e-10,4.2988360205037434e-13,9.159260383802899e-13,5.434440052586667e-12,4.026471941775265e-13,1.19733035404814e-11,0.19999999999726767,4.659242105538719e-12,4.659242105538719e-12,7.443081167428908e-12,0.1999999996779889,4.659242105538719e-12,2.0149203709050864e-11,1.0305420725945726e-11,4.659242105538719e-12,9.381448566290033e-12,5.5953455778494644e-11,4.659242105538719e-12,4.659242105538719e-12,4.659242105538719e-12,4.659242105538719e-12,5.917607895375406e-12,1.3420701975528708e-11,4.718275973730219e-12,4.453280439051825e-12
2010-03-31,1.2069170859749609e-12,1.2069170859749609e-12,1.2069170859749609e-12,1.2069170859749609e-12,1.6775332741090254e-12,0.19999999999854084,1.2069170859749609e-12,0.19999999999774412,5.304104796646212e-12,1.4196458423530763e-12,3.791903009033742e-12,3.95710982019762e-12,2.6763895735109463e-12,3.5981408513991376e-12,2.92657080233011e-12,2.5352909484580896e-12,1.9263172001324145e-12,0.19999999999152107,1.2069170859749609e-12,1.2069170859749609e-12,1.6860865978245418e-12,2.5270519097926053e-12,1.2069170859749609e-12,0.19999999994842232,1.5577065763159054e-11,1.2069170859749609e-12,1.8061582075775684e-12,5.0775440035930255e-12,1.2069170859749609e-12,1.2069170859749609e-12,1.2069170859749609e-12,1.2069170859749609e-12,8.153177925528569e-12,2.1724552807917077e-12,1.4164342148690894e-12,0.19999999997985282
2010-04-30,1.8187001532027405e-12,1.8187001532027405e-12,1.8187001532027405e-12,1.8187001532027405e-12,3.4175712403159456e-12,0.1999999999934734,1.8187001532027405e-12,0.19999999999882279,8.812281853105642e-12,1.4276600699691122e-12,6.0868054966077624e-12,6.702114515263344e-12,7.479223369449868e-12,2.7991896737427684e-12,0.19999999999178822,2.941281090452975e-12,2.9424651064942973e-12,0.19999999999712145,1.8187001532027405e-12,1.8187001532027405e-12,3.610452562794903e-12,1.6965320862516224e-11,1.8187001532027405e-12,1.8483447165648468e-12,1.66313504838012e-13,1.8187001532027405e-12,3.6166978848702686e-12,0.1999999999013577,1.8187001532027405e-12,1.8187001532027405e-12,1.8187001532027405e-12,1.8187001532027405e-12,5.87011104804661e-12,7.816810398673363e-12,1.0325177201092543e-11,9.655040107154537e-13
2010-05-31,3.6825722071986323e-13,3.6825722071986323e-13,3.6825722071986323e-13,3.6825722071986323e-13,5.098752092278935e-13,1.0869254032729657e-12,3.6825722071986323e-13,0.19999999999346327,1.0861087939207716e-12,2.06342251114614e-13,4.727455083079406e-13,4.984506827124713e-13,2.92210093790415e-14,4.158192816885662e-13,1.545104134310969e-13,4.358496357779405e-13,4.4221729921122357e-13,0.1999999999996927,3.6825722071986323e-13,3.6825722071986323e-13,5.814390263897951e-13,6.230474899698651e-13,3.6825722071986323e-13,0.19999999999657772,0.19999999999962664,3.6825722071986323e-13,5.801601092769625e-13,5.574628368163285e-13,3.6825722071986323e-13,3.6825722071986323e-13,3.6825722071986323e-13,0.0,4.780335667474086e-13,0.1999999999969343,4.535000376206399e-13,6.743865619331993e-13
2010-06-30,4.1394762272398277e-13,4.1394762272398277e-13,4.1394762272398277e-13,4.1394762272398277e-13,6.041931591058858e-14,6.377211775391462e-13,4.1394762272398277e-13,0.1999999999848077,4.3851492353816533e-11,2.3251071515745463e-13,4.0075276757676095e-11,1.699747884800409e-12,1.3194269383597078e-12,4.3129362460402625e-13,7.077755038366999e-11,4.618075587688843e-13,4.653388652410721e-13,0.19999999999954254,4.1394762272398277e-13,4.1394762272398277e-13,6.181171520930334e-13,9.275117131070081e-13,4.1394762272398277e-13,4.4340794063071726e-13,0.1999999999988383,4.1394762272398277e-13,6.416942436914162e-13,4.0636986196537736e-13,4.1394762272398277e-13,4.1394762272398277e-13,4.1394762272398277e-13,0.1999999999999962,5.097194878432908e-13,0.19999999974389182,3.8778881757924634e-13,1.0400904949782339e-10
2010-07-31,8.268420982720873e-12,8.268420982720873e-12,8.268420982720873e-12,8.268420982720873e-12,9.610726818775728e-12,3.598426613388198e-11,8.268420982720873e-12,1.5147492502671613e-11,1.202396643637518e-11,8.129218805330092e-12,1.1418272248111657e-11,0.1999999999563964,1.2720932288392549e-11,9.60750731204309e-12,2.5123210659283154e-11,9.84932212159838e-12,9.88136177281574e-12,2.956654362279214e-11,8.268420982720873e-12,8.268420982720873e-12,9.627516024919873e-12,0.19999999997957538,8.268420982720873e-12,0.1999999996891677,0.19999999997585818,8.268420982720873e-12,5.364165728230157e-11,2.7598097771527368e-11,8.268420982720873e-12,8.268420982720873e-12,8.268420982720873e-12,2.896297845108076e-12,1.5127365816711958e-11,1.2495298746144812e-11,1.2435663305276435e-11,0.19999999997689652
