Date,Universe,Strategy,Ret_gross,Cost,Ret_net
2021-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.07902877614282174,-3.1977522419039813e-13,-0.07902877614314151
2022-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.03534358730407213,-2.318619225689912e-13,-0.035343587304303994
2022-02-28,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.0452096819701566,-2.8259929100171215e-14,0.04520968197012834
2022-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.10635983782610824,-8.011164276397244e-14,-0.10635983782618835
2022-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.008448057378923282,-8.020244629378286e-14,-0.008448057379003485
2022-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.07393374744620446,-1.9591345086591426e-11,-0.0739337474657958
2022-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.10489155893402217,-9.999998070885657e-05,0.10479155895331332
2022-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.046042912101952334,-3.752353325679714e-14,-0.04604291210198986
2022-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.09627223243264134,-3.441598894182196e-14,-0.09627223243267576
2022-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.05593288576529449,-9.999999989989669e-05,0.055832885765394594
2022-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.05374192594672461,-0.00019999999980550837,0.0535419259469191
2022-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.06201737181045679,-1.5681958579078214e-13,-0.062017371810613606
2022-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.05907224795666654,-1.1398979931833725e-13,0.05907224795655255
2023-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.023408295861434888,-1.1825970240102528e-11,-0.02340829587326086
2023-02-28,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.06504042764407403,-9.999998840996587e-05,0.06494042765566406
2023-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.009612821849453132,-1.8103939802059486e-14,0.009612821849435028
2023-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.03302342380122346,-1.0705233540962067e-14,0.03302342380121275
2023-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.06129814303515203,-5.261228330808127e-14,0.06129814303509942
2023-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.03316382182081853,-2.0365367052629875e-14,0.03316382182079816
2023-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.011190051979422638,-1.9985298795911271e-13,-0.01119005197962249
2023-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.04886075805153505,-1.8237252099049568e-13,-0.048860758051717426
2023-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.017511200683160033,-6.068148126340784e-14,-0.017511200683220714
2023-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.09669775398701085,-5.206259263807518e-14,0.09669775398695878
2023-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.046211597764741486,-2.8353005494129738e-14,0.04621159776471313
2023-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.018440717547208798,-5.300496048928796e-16,0.018440717547208267
2024-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.054411808668239636,-1.0409872859070012e-15,0.054411808668238595
2024-02-29,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.020447683668023475,-1.4260131375048296e-13,0.020447683667880873
2024-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.04175365357296532,-9.659343313231582e-14,-0.04175365357306192
2024-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.05535517506424097,-3.046028080228744e-14,0.05535517506421051
2024-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.04907364346890343,-1.4106675191462587e-13,0.04907364346876236
2024-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-1.4410414991675863e-05,-1.0549296282108241e-13,-1.4410415097168826e-05
2024-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.02496179337361833,-5.518951778930318e-14,0.02496179337356314
2024-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.018428189508222798,-1.9102025974421832e-14,0.018428189508203695
2024-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.009141454191883787,-7.662471192523362e-16,-0.009141454191884554
2024-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.057200621787937306,-4.928408822029197e-15,0.05720062178793238
2024-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.015653280403611882,-3.605862945559309e-13,-0.01565328040397247
2024-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.024200606454684838,-1.1977415528465658e-13,0.024200606454565062
2025-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.015285501207535603,-6.590209181174325e-13,-0.015285501208194625
2025-02-28,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.06115600382574211,-1.454683835314027e-12,-0.06115600382719679
2025-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.007762889424069399,-9.999999758451534e-05,0.007662889426484884
2025-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.06957777974868007,-2.461445648617136e-14,0.06957777974865545
2025-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.04250692496584729,-6.772054110867759e-14,0.04250692496577957
2025-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.012107577138286897,-6.801243995115231e-14,0.012107577138218884
2025-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.015841636137665042,-1.5206323885961348e-14,0.015841636137649835
2025-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.01737452051695356,-4.970838870740004e-15,0.01737452051694859
2025-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.0,-3.276003140777347e-14,-3.276003140777347e-14
2008-10-31,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2008-11-30,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2008-12-31,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2009-01-31,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2009-02-28,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2009-03-31,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2009-04-30,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2009-05-31,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2009-06-30,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2009-07-31,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2009-08-31,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2009-09-30,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,,,
2009-10-31,ALL,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.06529874145079759,-0.00025,0.06504874145079759
